Recipe Name,Ingredients,Link
doli ki roti recipe   classic sourdough bread recipe from multan,"brown cardamom , fennel seeds , bengal gram dal , poppy seeds, sugar, water, whole wheat flour, whole wheat flour, sugar, salt, lukewarm water, oil, bengal gram dal , salt, red chilli powder, coriander powder , garam masala powder, turmeric powder , ginger, onion, water",https://www.archanaskitchen.com/doli-ki-roti-recipe
halli style mutton saaru recipe   south indian mutton curry,"mutton, onions, oil, curry leaves, fresh coconut, tomatoes, coriander leaves, green chilli, dry red chilli, ginger, garlic, poppy seeds, roasted gram dal  pottukadalai , sambar powder, salt",https://www.archanaskitchen.com/halli-style-mutton-saru-recipe
parmesan and fresh herbs savoury scones recipe,"all purpose flour , baking powder, sugar, salt, baking soda, butter  unsalted , parmesan cheese, mixed herbs  dried , fresh cream, milk, whole egg",https://www.archanaskitchen.com/parmesan-and-fresh-herbs-savoury-scones-recipe
karwar style karatya kismore recipe   sweet tangy bitter gourd sabzi,"karela  bitter gourd  pavakkai , onion, fresh coconut, red chilli powder, tamarind water, jaggery, ghee, salt",https://www.archanaskitchen.com/karatya-kismore-recipe-sweet-and-tangy-bitter-guard-salad-recipe
sweet potato thepla paratha recipe,"whole wheat flour, sweet potato, salt, spinach leaves , cumin powder , turmeric powder , oil",https://www.archanaskitchen.com/sweet-potato-parathas
chicken barbecue pizza recipe,"whole wheat flour, extra virgin olive oil, active dry yeast, sugar, salt, lukewarm water, tomato puree, onion, garlic, dried thyme leaves, red chilli flakes, hot sauce, sugar, salt, chicken breasts, barbeque sauce",https://www.archanaskitchen.com/chicken-barbecue-pizza-recipe
udupi style sambar recipe   masala huli with mixed vegetables,"toor dal , turmeric powder , asafoetida , fresh coconut, coriander seeds, cumin seeds , methi seeds , bengal gram dal ,  urad dal , byadagi dried chillies, curry leaves, oil, onion, tomato, drumstick, kaddu  parangikai  pumpkin , tamarind paste, jaggery, turmeric powder , red chilli powder, salt, mustard seeds , methi seeds ,  urad dal , dry red chilli, curry leaves, asafoetida",https://www.archanaskitchen.com/udupi-style-sambar-recipe-masala-huli-with-mixed-vegetables
thai style raw papaya fried rice recipe,"lemon grass, dry red chilli, garlic, ginger, coriander seeds, turmeric powder , water, spring onion , red bell pepper  capsicum , cooked rice, raw papaya, roasted peanuts  moongphali , salt, basil leaves",https://www.archanaskitchen.com/thai-style-vegetables-raw-papaya-rice-recipe
thai basil chicken recipe pad krapow gai,"chicken, whole egg, corn flour, salt and pepper, basil leaves, red chillies, garlic, green bell pepperss, oil, red chilli sauce, soy sauce, tomato ketchup, corn flour, water",https://www.archanaskitchen.com/thai-basil-chicken-recipe-pad-krapow-gai
spicy pressure cooker mutton curry recipe,"mutton, salt, lemon juice, turmeric powder , curd , onions, garlic, ginger, ghee, cloves , bay leaf , cardamom seeds, cinnamon stick , fennel seeds , green chilli, salt, tomatoes, red chilli powder, cumin powder , coriander powder, meat masala, garam masala powder, fenugreek leaves , coriander leaves",https://www.archanaskitchen.com/spicy-and-quick-mutton-curry-recipe
prawn fritters recipe  shrimp vadai,"prawns, fresh coconut, shallots, ginger, garlic, green chilli, red chilli powder, turmeric powder , salt, onion, fennel seeds , coriander leaves, rice flour, oil, curry leaves",https://www.archanaskitchen.com/prawn-fritters-recipe-shrimp-vadai
cheese walnut toast recipe,"whole wheat brown bread, butter  salted , cheddar cheese, walnuts, basil leaves, whole black peppercorns, salt",https://www.archanaskitchen.com/blue-cheese-walnut-toast
grilled tofu satay recipe with peanut dipping sauce,"tofu, soy sauce,gingelly  oil, brown sugar , dried basil leaves, garlic powder, cayenne pepper, coconut milk, ginger, garlic, peanut butter, turmeric powder , red chilli sauce, lemon juice, brown sugar , soy sauce, iceberg lettuce, roasted peanuts  moongphali",https://www.archanaskitchen.com/grilled-tofu-satay-wrapped-in-lettuce-with-peanut-dipping-sauce
brahmin style vegetable kurma recipe,"carrot , beans, potatoes  aloo , green chilli, mustard seeds , cinnamon stick , salt, oil, fresh coconut, roasted gram dal  pottukadalai , coriander leaves, kala jeera, cumin seeds , green chilli, ginger, turmeric powder , tamarind",https://www.archanaskitchen.com/brahmin-style-vegetable-kurma-recipe-no-onion-and-no-garlic
buttered herbed rice recipe,"basmati rice, garlic, basil leaves, parsley leaves, dried oregano, red chilli flakes, butter  salted , salt, black pepper powder",https://www.archanaskitchen.com/buttered-herbed-rice-recipe
stuffed mooli paratha recipe with radish greens,"mooli  mullangi  radish , oil, cumin seeds , ginger, carom seeds , gram flour  besan , coriander leaves, red chilli powder, salt, whole wheat flour, mooli ke patte  radish greens , salt, oil",https://www.archanaskitchen.com/stuffed-mooli-paratha-recipe-with-radish-greens
palak and kala chana sukhi sabzi recipe,"kala chana  brown chickpeas , spinach leaves , onion, tomato, green chilli, ginger, garlic, salt, garam masala powder, turmeric powder , red chilli powder, coriander powder , bay leaf , cardamom seeds, oil",https://www.archanaskitchen.com/palak-kala-channa-sukhi-subzi-recipe
lahsuni paneer recipe   paneer flavoured with garlic,"paneer , garlic, dry red chilli, vinegar, sugar, salt, onion, cumin seeds , oil, coriander leaves",https://www.archanaskitchen.com/lahsuni-paneer-recipe-paneer-flavoured-with-garlic
stuffed cabbage rolls recipe with creamy tomato garlic sauce,"extra virgin olive oil, garlic, basil leaves, tomato puree, red chilli powder, honey, salt, fresh cream, extra virgin olive oil, onion, garlic, mushrooms, carrot , cooked rice, whole black pepper corns, mixed herbs  dried , coriander leaves, salt, cabbage",https://www.archanaskitchen.com/stuffed-cabbage-rolls-recipe
grilled stuffed mushrooms recipe with onion parmesan   herbs,"mushrooms, extra virgin olive oil, black pepper powder, cheddar cheese, onion, garlic, coriander leaves, salt, extra virgin olive oil",https://www.archanaskitchen.com/grilled-stuffed-mushrooms-recipe-with-onion-parmesan-herbs
lemon parsley quinoa recipe,"quinoa, water, extra virgin olive oil, garlic, dry red chilli, star anise, salt, parsley leaves, lemon, extra virgin olive oil",https://www.archanaskitchen.com/lemon-parsley-quinoa-recipe
kerala style chena mezhukkupuratty recipe   yam stir fry,"elephant yam , red chilli powder, turmeric powder , fennel seeds , black pepper powder, mustard seeds , curry leaves, coconut oil, pearl onions  sambar onions , garlic",https://www.archanaskitchen.com/kerala-style-chena-mezhukkupuratty-recipe-yam-stir-fry-recipe
spinach buns recipe  masala palak pav,"vivatta maida, salt, active dry yeast, sugar, red chilli powder, turmeric powder , fenugreek leaves , garam masala powder, egg yolks, extra virgin olive oil, spinach, milk, kalonji  onion nigella seeds",https://www.archanaskitchen.com/spinach-buns-recipe-masala-palak-pav
baked pasta recipe with spinach and artichoke,"durum wheat penne pasta, butter  salted , black olives, spinach, artichokes, extra virgin olive oil, onion, garlic, all purpose flour , milk, feta cheese, dried oregano, salt and pepper",https://www.archanaskitchen.com/baked-pasta-with-spinach-and-artichoke-recipe
mint coriander spice pulao recipe,"rice, coriander leaves, ghee, mint leaves , star anise, fennel seeds , bay leaf , cinnamon stick",https://www.archanaskitchen.com/mint-coriander-spice-pulao-recipe
moroccan style vegetable stew recipe,"extra virgin olive oil, onions, garlic, vegetable stock, fresh cream, cumin powder , red chilli powder, cloves , cardamom powder , cinnamon powder  dalchini , potatoes  aloo , kaddu  parangikai  pumpkin ,carrot ,  white chickpeas , black olives, lemon juice, coriander leaves, salt",https://www.archanaskitchen.com/moroccan-style-vegetable-stew
simple peruvian  mayocoba  beans salad recipe,"peruvian beans, water, salt, oil, onion, tomato, white onion, pickled jalapenos, black pepper powder, salt, lemon juice, extra virgin olive oil",https://www.archanaskitchen.com/simple-peruvian-mayocoba-beans-salad-recipe
thai cucumber relish recipe,"lebanese cucumber, red chillies, shallots, coriander leaves, vinegar, sugar, salt",https://www.archanaskitchen.com/thai-cucumber-relish-recipe
andhra style pachi pulusu recipe  raw tamarind rasam,"tamarind water, onions, green chilli, coriander leaves, jaggery, salt, mustard seeds , cumin seeds , curry leaves, asafoetida , dry red chilli, garlic, oil",https://www.archanaskitchen.com/andhra-style-pachi-pulusu-recipe-raw-tamarind-rasam-recipe
bangalore restaurant style sambar recipe   for idlis,"cumin seeds , coriander seeds, byadagi dried chillies, guntur dried chillies, fresh coconut, toor dal , shallots, onion, tomatoes, curry leaves, mustard seeds , turmeric powder , asafoetida , coriander seeds, tamarind water, jaggery, salt, oil, coriander leaves",https://www.archanaskitchen.com/bangalore-restaurant-style-sambar-recipe-for-idlis
grilled herring with kasundi mustard and wild celery recipe,"herring fish steaks, ginger garlic paste, apple cider vinegar, extra virgin olive oil, celery, kasundi mustard sauce, lemon juice, salt, red chilli flakes",https://www.archanaskitchen.com/grilled-herring-with-kasundi-mustard-and-wild-celery-recipe
authentic punjabi mango pickle  with mustard oil    no sun required aam ka achar,"mango  raw , salt, turmeric powder , kashmiri red chilli powder, methi seeds , mustard seeds , red chilli powder, kalonji  onion nigella seeds , fennel seeds , coriander seeds, mustard oil",https://www.archanaskitchen.com/aam-ka-achaar-spicy-raw-mango-pickle
mooli ka saag   moong dal ki sabzi  dry    radish leaves   lentil stir fry,"mooli ke patte  radish greens , moong dal , oil, mustard seeds , cumin seeds , garlic, green chilli, turmeric powder , salt, fresh coconut, sugar",https://www.archanaskitchen.com/mooli-ka-saag-moong-dal-ki-sabzi-radish-leaves-lentil-stir-fry
bloomed potato cheesy muffins recipe,"potatoes  aloo , all purpose flour , oil, water, dried oregano, black pepper powder, dried basil leaves, rosemary, butter  salted , mozzarella cheese, coriander leaves, salt",https://www.archanaskitchen.com/bloomed-potato-cheesy-muffins-recipe
ayala fish fry recipe,"fish, red chilli powder, turmeric powder , fennel powder, black pepper powder, ginger garlic paste, lemon juice, salt, oil",https://www.archanaskitchen.com/ayala-fish-fry-recipe
carrot  roasted pumpkin seeds  granola savory parfaits recipe,"carrot , hung curd  greek curd , dill leaves, pumpkin seeds, granola, salt and pepper",https://www.archanaskitchen.com/carrot-roasted-pumpkin-seeds-granola-savory-imparfaits-healthy-breakfast-recipe-appetizer
vegetable coconut milk soup with vermicelli noodles recipe,"vegetable stock, coconut milk, lemongrass, red chillies, coconut sugar, lemon, soy sauce, carrot , green zucchini, garlic, tofu, mushrooms, coriander leaves, ginger, cherry tomatoes, rice vermicelli noodles  thin , salt",https://www.archanaskitchen.com/vegetable-coconut-milk-soup-with-vermicelli-noodles-recipe
quick creamy pea soup recipe,"green peas , garlic, extra virgin olive oil, whole black peppercorns, milk, salt and pepper, fresh cream",https://www.archanaskitchen.com/quick-pea-soup
chenakayi erissery recipe   yam erissery,"elephant yam , turmeric powder , salt, fresh coconut, green chilli, cumin seeds , whole black peppercorns, coconut oil, mustard seeds , curry leaves",https://www.archanaskitchen.com/chenakayi-erissery-recipe-yam-erissery
broccoli and mushroom stir fry recipe,"broccoli, mushrooms, red bell pepper  capsicum , extra virgin olive oil, garlic, black pepper corns, salt, basil leaves",https://www.archanaskitchen.com/broccoli-and-mushroom-stir-fry-recipe
karnataka style avarekalu pulao recipe   avarekalu pulao,"basmati rice, avarekalu   lilva beans, onion, tomato, coriander powder , red chilli powder, garam masala powder, bay leaf , cinnamon stick , green chilli, ghee, salt, mint leaves , cinnamon stick , cloves , cardamom seeds, garlic, ginger, green chilli, mint leaves , coriander leaves",https://www.archanaskitchen.com/avarekalu-pulao-recipe-karnataka-style-avarekalu-pulao
chicken and basil quiche recipe,"all purpose flour , butter  unsalted , icing sugar, whole egg, salt, onion, garlic, chicken breasts, basil leaves, dried oregano, dried thyme leaves, red chilli flakes, salt, whole egg, milk, salt and pepper",https://www.archanaskitchen.com/chicken-and-basil-quiche-recipe
bhang thandai recipe,"milk, saffron strands, sugar, poppy seeds, fennel seeds , whole almond  badam , whole black peppercorns, cardamom seeds, bhang paste",https://www.archanaskitchen.com/bhang-thandai-recipe
kurkuri bhindi with spicy tomato curd gravy recipe," lady finger , oil, gram flour  besan , salt, red chilli powder, chaat masala powder, water, oil, mustard seeds , cumin seeds , asafoetida , ginger garlic paste, green chilli, onion, curd , tomato, red chilli powder, turmeric powder , coriander powder",https://www.archanaskitchen.com/kurkuri-bhindi-with-spicy-tomato-curd-gravy-recipe
andhra style majjige saaru salla charu recipe  spicy curd curry recipe,"hung curd  greek curd , onion, cumin seeds , asafoetida , curry leaves, ginger, green chilli, turmeric powder , oil, salt",https://www.archanaskitchen.com/andhra-style-majjige-sarru-salla-charu-recipe-spicy-curd-curry-recipe
butternut squash gratin recipe,"butternut squash, extra virgin olive oil, whole wheat bread crumbs, coriander leaves, cheddar cheese, gouda cheese, black pepper powder, rosemary, salt",https://www.archanaskitchen.com/butternut-squash-gratin
israeli couscous minestrone soup recipe,"white beans, extra virgin olive oil, onion, garlic,carrot , tomatoes, vegetable stock, couscous, dill leaves",https://www.archanaskitchen.com/israeli-couscous-minestrone
kashmiri style rajma gogji recipe   kidney beans   turnip curry,"kashmiri rajma, onion, tomato, garlic, ginger, turnips, dry ginger powder, kashmiri red chilli powder, turmeric powder , fennel powder, kashmiri masala powder, mustard oil, onion, salt",https://www.archanaskitchen.com/kashmiri-rajma-gogji-recipe
